20131113 174432.838 org.eclipse.paho.client.mqttv3.test.logging.LoggingUtilities     banner                         
20131113 174501.999 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyComplete                 mqttv3.ModelTestCase: received key=32 token=org.eclipse.paho.client.mqttv3.MqttToken@477f92da message=SUBACK msgId 32 granted Qos 2
20131113 174501.999 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                mqttv3.ModelTestCase: key=32 response=SUBACK msgId 32 granted Qos 2
20131113 174501.999 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            mqttv3.ModelTestCase: notify spaceAvailable
20131113 174501.999 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            mqttv3.ModelTestCase: wait for workAvailable
20131113 174501.999 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   disconnect                     mqttv3.ModelTestCase: > quiesceTimeout=30,000 userContext=null callback=null
20131113 174501.999 org.eclipse.paho.client.mqttv3.internal.ClientComms              disconnect                     mqttv3.ModelTestCase: state=DISCONNECTING
20131113 174501.999 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   disconnect                     mqttv3.ModelTestCase: <
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.Token                    waitForCompletion              mqttv3.ModelTestCase: key=null wait max=-1 token=key=null ,topics= ,usercontext=null ,isComplete=false ,isNotified=false ,exception=null ,actioncallback=null
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientComms              disconnectBG:run               mqttv3.ModelTestCase: >
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                mqttv3.ModelTestCase: >key=null timeout=-1 sent=false completed=false hasException=false response=null token=key=null ,topics= ,usercontext=null ,isComplete=false ,isNotified=false ,exception=null ,actioncallback=null
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientState              quiesce                        mqttv3.ModelTestCase: timeout=30,000
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                mqttv3.ModelTestCase: key=null wait max=-1
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.CommsCallback            quiesce                        mqttv3.ModelTestCase: quiesce notify spaceAvailable
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyQueueLock                mqttv3.ModelTestCase: notifying queueLock holders
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientState              quiesce                        mqttv3.ModelTestCase: finished
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            mqttv3.ModelTestCase: wait for 59,942 ms for new work or for space in the inflight window
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientComms              internalSend                   mqttv3.ModelTestCase: internalSend key=Disc message=DISCONNECT token=org.eclipse.paho.client.mqttv3.MqttToken@41aa39de
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.ClientState              send                           mqttv3.ModelTestCase: pending send key=0 message DISCONNECT
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      mqttv3.ModelTestCase: key=Disc message=DISCONNECT
20131113 174502.000 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          saveToken                      mqttv3.ModelTestCase: key=Disc token=org.eclipse.paho.client.mqttv3.MqttToken@41aa39de
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.Token                    waitUntilSent                  mqttv3.ModelTestCase: wait key=Disc
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            mqttv3.ModelTestCase: network send key=Disc msg=DISCONNECT
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.wire.MqttOutputStream     write                          null: 500
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.ClientState              notifySent                     mqttv3.ModelTestCase: key=Disc
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.Token                    notifySent                     mqttv3.ModelTestCase: > key=Disc
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            mqttv3.ModelTestCase: wait for 59,997 ms for new work or for space in the inflight window
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.Token                    markComplete                   mqttv3.ModelTestCase: >key=Disc response=null excep=null
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.ClientComms              shutdownConnection             mqttv3.ModelTestCase: state=DISCONNECTING
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.CommsCallback            stop                           mqttv3.ModelTestCase: stopping
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.CommsCallback            stop                           mqttv3.ModelTestCase: notify workAvailable and wait for run
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            mqttv3.ModelTestCase: notify spaceAvailable
20131113 174502.001 org.eclipse.paho.client.mqttv3.internal.CommsCallback            stop                           mqttv3.ModelTestCase: stopped
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            stop                           mqttv3.ModelTestCase: stopping
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            mqttv3.ModelTestCase: Stopping due to IOException
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            mqttv3.ModelTestCase: <
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            stop                           mqttv3.ModelTestCase: stopped
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          quiesce                        mqttv3.ModelTestCase: resp=Client is currently disconnecting (32102)
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.ClientComms              handleOldTokens                mqttv3.ModelTestCase: >
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.ClientState              resolveOldTokens               mqttv3.ModelTestCase: reason null
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          getOutstandingTokens           mqttv3.ModelTestCase: >
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsTokenStore          removeToken                    mqttv3.ModelTestCase: key=Disc
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.ClientState              disconnected                   mqttv3.ModelTestCase: disconnected
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsSender              stop                           mqttv3.ModelTestCase: stopping sender
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyQueueLock                mqttv3.ModelTestCase: notifying queueLock holders
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.ClientState              get                            mqttv3.ModelTestCase: no outstanding flows and not connected
20131113 174502.002 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            mqttv3.ModelTestCase: get message returned null, stopping}
20131113 174502.003 org.eclipse.paho.client.mqttv3.internal.CommsSender              run                            mqttv3.ModelTestCase: <
20131113 174502.003 org.eclipse.paho.client.mqttv3.internal.CommsSender              stop                           mqttv3.ModelTestCase: stopped
20131113 174502.004 org.eclipse.paho.client.mqttv3.internal.ClientComms              shutdownConnection             mqttv3.ModelTestCase: state=DISCONNECTED
20131113 174502.004 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleActionComplete           mqttv3.ModelTestCase: callback and notify for key=Disc
20131113 174502.004 org.eclipse.paho.client.mqttv3.internal.Token                    notifyComplete                 mqttv3.ModelTestCase: >key=Disc response=null excep=null
20131113 174502.004 org.eclipse.paho.client.mqttv3.internal.Token                    waitForResponse                mqttv3.ModelTestCase: key=Disc response=null
20131113 174502.005 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   disconnect                     mqttv3.ModelTestCase: > quiesceTimeout=30,000 userContext=null callback=null
20131113 174502.005 org.eclipse.paho.client.mqttv3.internal.ClientComms              disconnect                     mqttv3.ModelTestCase: failed: already disconnected
20131113 174502.005 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   disconnect                     mqttv3.ModelTestCase: < exception
Client is disconnected (32101)
	at org.eclipse.paho.client.mqttv3.internal.ExceptionHelper.createMqttException(ExceptionHelper.java:27)
	at org.eclipse.paho.client.mqttv3.internal.ClientComms.disconnect(ClientComms.java:405)
	at org.eclipse.paho.client.mqttv3.MqttAsyncClient.disconnect(MqttAsyncClient.java:524)
	at org.eclipse.paho.client.mqttv3.MqttClient.disconnect(MqttClient.java:250)
	at org.eclipse.paho.client.mqttv3.MqttClient.disconnect(MqttClient.java:243)
	at org.eclipse.paho.client.mqttv3.test.ModelTestCase.disconnect(ModelTestCase.java:434)
	at org.eclipse.paho.client.mqttv3.test.ModelTestCase.disconnect(ModelTestCase.java:414)
	at org.eclipse.paho.client.mqttv3.test.ModelTestCase.run(ModelTestCase.java:305)
	at org.eclipse.paho.client.mqttv3.test.ModelTestCase.testRunModel(ModelTestCase.java:176)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:264)
	at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:153)
	at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:124)
	at org.apache.maven.surefire.booter.ForkedBooter.invokeProviderInSameClassLoader(ForkedBooter.java:200)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:153)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:103)
20131113 174502.006 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   connect                        mqttv3.ModelTestCase: cleanSession=false connectionTimeout=30 TimekeepAlive=60 userName=null password=[null] will=[null] userContext=null callback=null
20131113 174502.006 org.eclipse.paho.client.mqttv3.MqttAsyncClient                   createNetworkModules           mqttv3.ModelTestCase: URI=tcp://m2m.eclipse.org:1883
